"Prevalence of schistosomiasis by age group vs. time (d)","","","","","","","Prevalence of malaria by age group vs. time (d)","","","","","","","Prevalence of coinfection by age group vs. time (d)"
"Time (d)","0-4 y/o","5-15 y/o","16+ y/o","All","","","Time (d)","0-4 y/o","5-15 y/o","16+ y/o","All","","","Time (d)","0-4 y/o","5-15 y/o","16+ y/o","All"
0,0.446251768033952,0.4503367003367092,0.45106888361043807,0.4499999999999967,"","",0,0.08486562942008462,0.08964646464646443,0.08242280285035669,0.0850000000000001,"","",0,0.04738330975954731,0.05050505050505047,0.04916864608076,0.049249999999999926
1,0.446251768033952,0.4503367003367092,0.45106888361043807,0.4499999999999967,"","",1,0.15912305516265854,0.16666666666666746,0.16009501187648703,0.16187500000000143,"","",1,0.08910891089108884,0.09301346801346778,0.09334916864608145,0.09250000000000026
2,0.446251768033952,0.4503367003367092,0.45106888361043807,0.4499999999999967,"","",2,0.22065063649221978,0.23148148148148412,0.2327790973871778,0.23025000000000295,"","",2,0.12305516265912263,0.13089225589225567,0.13325415676959795,0.13075000000000078
3,0.446251768033952,0.4503367003367092,0.45106888361043807,0.4499999999999967,"","",3,0.29066478076379104,0.29713804713805164,0.3023752969121142,0.29875000000000146,"","",3,0.16265912305516206,0.16498316498316573,0.16935866983373193,0.16687500000000152
4,0.446251768033952,0.4503367003367092,0.45106888361043807,0.4499999999999967,"","",4,0.34865629420085104,0.35774410774411397,0.35985748218526814,0.3572499999999997,"","",4,0.19165487977369092,0.19865319865320036,0.20071258907363776,0.19850000000000226
5,0.446251768033952,0.4503367003367092,0.45106888361043807,0.4499999999999967,"","",5,0.34936350777935177,0.3556397306397368,0.3686460807600892,0.3613749999999992,"","",5,0.19236209335219162,0.19360269360269516,0.20380047505938606,0.19875000000000229
6,0.446251768033952,0.4503367003367092,0.45106888361043807,0.4499999999999967,"","",6,0.3528995756718554,0.36111111111111743,0.3719714964370485,0.3653749999999991,"","",6,0.19589816124469514,0.191498316498318,0.20641330166271155,0.20012500000000227
7,0.446251768033952,0.4503367003367092,0.45106888361043807,0.4499999999999967,"","",7,0.35572842998585835,0.37037037037037696,0.37505938242279646,0.3702499999999991,"","",7,0.19306930693069232,0.1952861952861969,0.20356294536817465,0.19925000000000226
8,0.446251768033952,0.4503367003367092,0.45106888361043807,0.4499999999999967,"","",8,0.36209335219236494,0.3750000000000067,0.37862232779096716,0.374624999999999,"","",8,0.19448373408769373,0.19823232323232493,0.20403800475059747,0.20062500000000227
9,0.446251768033952,0.4503367003367092,0.45106888361043807,0.4499999999999967,"","",9,0.35785007072136055,0.36910774410775066,0.3736342042755282,0.3694999999999991,"","",9,0.19306930693069232,0.191498316498318,0.19976247030879213,0.19612500000000216
10,0.446251768033952,0.4503367003367092,0.45106888361043807,0.4499999999999967,"","",10,0.3606789250353635,0.3775252525252593,0.37624703087885336,0.37387499999999907,"","",10,0.19377652050919303,0.1927609427609443,0.20047505938242635,0.19700000000000217
11,0.446251768033952,0.4503367003367092,0.45106888361043807,0.4499999999999967,"","",11,0.3550212164073576,0.3745791245791313,0.37624703087885336,0.37199999999999905,"","",11,0.18316831683168247,0.1877104377104391,0.19453681710214116,0.19050000000000208
12,0.446251768033952,0.4503367003367092,0.45106888361043807,0.4499999999999967,"","",12,0.36209335219236494,0.3632154882154946,0.3676959619952437,0.3653749999999994,"","",12,0.18458274398868388,0.17550505050505155,0.18622327790974189,0.18275000000000186
13,0.446251768033952,0.4503367003367092,0.45106888361043807,0.4499999999999967,"","",13,0.35360678925035616,0.35606060606061224,0.3650831353919185,0.3603749999999994,"","",13,0.17680339462517614,0.1658249158249166,0.1807600950118795,0.1756250000000017
14,0.446251768033952,0.4503367003367092,0.45106888361043807,0.4499999999999967,"","",14,0.3543140028288569,0.3556397306397368,0.3653206650831299,0.3604999999999994,"","",14,0.16690240452616628,0.16540404040404116,0.18004750593824528,0.1733750000000017
15,0.446251768033952,0.4503367003367092,0.45106888361043807,0.4499999999999967,"","",15,0.34936350777935177,0.35479797979798594,0.3565320665083088,0.3547499999999998,"","",15,0.16195190947666135,0.16119528619528684,0.1743467933491715,0.1682500000000016
16,0.446251768033952,0.4503367003367092,0.45106888361043807,0.4499999999999967,"","",16,0.33380480905233567,0.34974747474748075,0.35011876484560156,0.3471249999999999,"","",16,0.15487977369165432,0.15614478114478164,0.17030878859857757,0.16337500000000152
17,0.446251768033952,0.4503367003367092,0.45106888361043807,0.4499999999999967,"","",17,0.32248939179632397,0.3476430976431036,0.3389548693586667,0.33862500000000034,"","",17,0.14710042432814657,0.15488215488215534,0.1624703087886011,0.15750000000000136
18,0.446251768033952,0.4503367003367092,0.45106888361043807,0.4499999999999967,"","",18,0.31966053748232104,0.33670033670034233,0.3292161520190001,0.32975000000000076,"","",18,0.14356435643564305,0.14562289562289582,0.15463182897862465,0.1500000000000012
19,0.446251768033952,0.4503367003367092,0.45106888361043807,0.4499999999999967,"","",19,0.3048090523338057,0.33670033670034233,0.3213776722090246,0.323000000000001,"","",19,0.14073550212164024,0.14309764309764322,0.14608076009501397,0.14425000000000104
